activity_id,user_id,activity_date,activity_type,points_earned
A06065,U3576,2026-04-28,Referral,43
A06066,U4450,2025-04-07,Referral,48
A06067,U1482,2025-08-08,Referral,37
A06068,U2080,2024-12-20,Quest Complete,38
A06069,U3696,2026-04-27,Referral,50
A06070,U2586,2025-10-31,Referral,4
A06071,U2977,2024-04-04,Event Join,31
A06072,U3276,2025-03-11,AMA Join,31
A06073,U1982,2024-06-15,Event Join,29
A06074,U1743,2025-06-15,AMA Join,17
A06075,U2635,2025-11-08,AMA Join,3
A06076,U3706,2024-04-23,Referral,35
A06077,U4949,2024-06-06,Event Join,12
A06078,U4306,2025-01-04,AMA Join,14
A06079,U2756,2025-10-26,AMA Join,38
A06080,U1964,2025-04-17,AMA Join,34
A06081,U4279,2026-02-08,AMA Join,37
A06082,U0423,2024-06-08,AMA Join,8
A06083,U1241,2025-02-19,Referral,32
A06084,U4943,2025-03-14,Quest Complete,11
A06085,U0378,2025-05-17,AMA Join,12
A06086,U4135,2025-12-12,Referral,4
A06087,U0333,2024-08-05,Referral,14
A06088,U0640,2024-10-22,AMA Join,8
A06089,U1463,2024-07-08,Message,1
A06090,U4042,2025-03-28,AMA Join,12
A06091,U0905,2024-07-02,Message,5
A06092,U0944,2025-05-03,Referral,25
A06093,U4749,2024-11-28,Quest Complete,25
A06094,U3974,2024-03-14,Message,2
A06095,U0989,2026-05-03,Referral,43
A06096,U3429,2024-09-03,Quest Complete,46
A06097,U1711,2025-01-29,Message,1
A06098,U4495,2025-07-05,Message,19
A06099,U0654,2025-01-26,Event Join,25
A06100,U0499,2024-02-21,Event Join,4
A06101,U1049,2025-12-28,Referral,19
A06102,U2958,2026-01-15,AMA Join,42
A06103,U3079,2024-02-23,Referral,33
A06104,U0925,2025-05-17,Quest Complete,18
A06105,U0898,2025-12-19,Referral,42
A06106,U2764,2025-09-04,AMA Join,21
A06107,U4934,2024-09-23,Quest Complete,38
A06108,U3447,2025-11-12,Message,3
A06109,U4905,2025-04-12,AMA Join,47
A06110,U4797,2024-12-15,Quest Complete,49
A06111,U1787,2025-07-19,AMA Join,1
A06112,U3960,2026-02-06,Event Join,22
A06113,U1727,2025-07-14,Quest Complete,29
A06114,U1422,2025-01-25,Event Join,2
A06115,U3338,2025-08-08,Message,28
A06116,U3554,2024-11-20,Quest Complete,28
A06117,U2137,2024-04-21,Message,5
A06118,U3072,2025-12-17,Quest Complete,24
A06119,U0894,2025-07-25,Message,46
A06120,U4965,2024-06-05,AMA Join,19
A06121,U4662,2025-05-24,Quest Complete,35
A06122,U4996,2026-01-31,Message,26
A06123,U1624,2024-07-07,Referral,18
A06124,U1537,2025-08-21,Quest Complete,3
A06125,U0385,2025-11-20,Referral,1
A06126,U4174,2026-03-25,Referral,49
A06127,U2325,2025-12-07,Quest Complete,27
A06128,U0665,2024-12-25,AMA Join,19
A06129,U1565,2026-01-11,AMA Join,25
A06130,U2577,2024-12-21,Referral,37
A06131,U1669,2024-07-24,Quest Complete,11
A06132,U0695,2025-06-29,Referral,30
A06133,U3059,2024-07-18,Referral,15
A06134,U3873,2025-12-29,Quest Complete,36
A06135,U3738,2024-09-25,Referral,41
A06136,U1888,2025-05-08,Message,31
A06137,U1177,2025-06-14,Quest Complete,40
A06138,U2811,2024-05-28,Event Join,2
A06139,U4134,2025-03-22,Referral,28
A06140,U1291,2024-12-14,Event Join,30
A06141,U1035,2024-02-15,Referral,30
A06142,U2924,2025-01-05,Message,45
A06143,U2579,2025-12-04,AMA Join,9
A06144,U0278,2024-05-28,Message,9
A06145,U4944,2026-02-13,Event Join,30
A06146,U0027,2025-08-13,Referral,37
A06147,U4788,2024-11-10,AMA Join,25
A06148,U4325,2025-03-20,Event Join,6
A06149,U3066,2024-08-09,Message,49
A06150,U0621,2024-09-27,Event Join,9
A06151,U3710,2025-01-29,Quest Complete,24
A06152,U2479,2025-12-30,Referral,21
A06153,U2635,2025-09-03,Quest Complete,32
A06154,U4003,2025-08-02,Event Join,46
A06155,U4140,2024-07-26,AMA Join,32
A06156,U1352,2025-04-26,Quest Complete,39
A06157,U2717,2025-05-27,Message,7
A06158,U3133,2024-10-08,Referral,10
A06159,U2316,2025-10-18,Message,39
A06160,U3090,2024-11-22,Quest Complete,9
A06161,U0310,2025-11-11,Event Join,12
A06162,U3487,2024-07-30,AMA Join,39
A06163,U1544,2025-07-01,Event Join,33
A06164,U2225,2024-11-24,Message,29
A06165,U4904,2024-09-06,Event Join,47
A06166,U1141,2024-06-13,Event Join,9
A06167,U4511,2026-01-08,Referral,23
A06168,U2244,2024-08-29,Event Join,24
A06169,U0335,2024-07-12,Message,21
A06170,U2806,2024-08-20,Referral,9
A06171,U0869,2025-08-18,Referral,10
A06172,U3282,2025-09-30,Event Join,32
A06173,U3072,2025-12-14,Referral,2
A06174,U3779,2025-01-16,Message,41
A06175,U4650,2024-09-12,AMA Join,46
A06176,U0639,2024-12-18,Quest Complete,18
A06177,U2122,2024-12-07,Quest Complete,11
A06178,U4880,2024-08-06,AMA Join,18
A06179,U1203,2025-06-11,AMA Join,33
A06180,U2087,2025-03-24,Referral,40
A06181,U0385,2025-10-01,Event Join,1
A06182,U4249,2025-02-18,Message,32
A06183,U4808,2025-01-01,Referral,12
A06184,U1481,2024-04-16,Event Join,46
A06185,U0384,2025-07-17,AMA Join,6
A06186,U3595,2024-12-29,Quest Complete,5
A06187,U0537,2025-02-10,Referral,50
A06188,U1889,2025-08-15,Message,31
A06189,U2692,2025-01-19,Message,23
A06190,U0436,2024-10-22,Message,6
A06191,U3762,2025-07-04,Referral,24
A06192,U0416,2024-04-04,Referral,12
A06193,U3247,2025-06-07,Message,43
A06194,U2250,2025-03-17,Event Join,12
A06195,U0346,2024-07-11,Message,48
A06196,U4674,2026-01-11,Event Join,15
A06197,U1262,2025-08-05,Message,37
A06198,U3109,2024-11-17,AMA Join,3
A06199,U0145,2025-09-10,Quest Complete,5
A06200,U4721,2024-08-20,Referral,21
A06201,U3594,2026-06-21,Message,1
A06202,U3681,2024-08-04,Event Join,45
A06203,U0620,2025-02-26,Message,33
A06204,U2387,2025-01-01,Event Join,36
A06205,U3515,2025-10-23,Event Join,15
A06206,U3559,2026-02-28,AMA Join,37
A06207,U2707,2024-09-10,Quest Complete,27
A06208,U1463,2024-11-25,Referral,37
A06209,U1530,2024-06-04,Quest Complete,23
A06210,U4289,2024-07-22,Referral,17
A06211,U2865,2025-01-15,Quest Complete,50
A06212,U3005,2025-08-11,Quest Complete,47
A06213,U0934,2025-03-08,Referral,47
A06214,U0462,2024-11-08,AMA Join,31
A06215,U0254,2025-04-12,Event Join,35
A06216,U3833,2025-04-13,AMA Join,50
A06217,U1738,2025-10-28,Message,17
A06218,U4147,2024-05-24,Message,10
A06219,U2530,2025-09-27,Referral,43
A06220,U2436,2026-02-11,Quest Complete,15
A06221,U4683,2025-04-27,AMA Join,5
A06222,U2563,2025-11-06,Event Join,14
A06223,U1776,2025-06-28,Quest Complete,17
A06224,U0956,2025-08-18,AMA Join,22
A06225,U4699,2024-09-22,Quest Complete,34
A06226,U4659,2024-06-07,Quest Complete,18
A06227,U3990,2025-12-21,Quest Complete,3
A06228,U0130,2024-09-07,Quest Complete,13
A06229,U0750,2024-10-06,Referral,15
A06230,U3928,2025-01-17,Event Join,35
A06231,U1439,2026-02-21,AMA Join,36
A06232,U3285,2026-02-14,AMA Join,21
A06233,U3762,2025-08-02,Quest Complete,41
A06234,U4028,2024-08-25,Quest Complete,9
A06235,U0117,2024-10-11,Message,22
A06236,U4215,2026-03-17,Message,29
A06237,U0095,2026-02-07,Event Join,46
A06238,U4438,2025-03-21,Quest Complete,24
A06239,U1984,2025-02-11,Referral,22
A06240,U1647,2025-06-27,Message,24
A06241,U0691,2024-11-22,AMA Join,14
A06242,U2812,2025-01-07,AMA Join,47
A06243,U4520,2025-03-04,Referral,3
A06244,U4564,2025-06-03,Event Join,50
A06245,U3803,2026-03-23,Message,3
A06246,U3650,2024-05-22,Event Join,47
A06247,U4533,2024-06-18,Referral,7
A06248,U0052,2024-07-05,Message,6
A06249,U1603,2024-02-21,Quest Complete,50
A06250,U0294,2024-10-26,Quest Complete,7
A06251,U1349,2025-01-19,Message,10
A06252,U2712,2024-11-06,Event Join,46
A06253,U0584,2024-07-27,Quest Complete,4
A06254,U0132,2025-11-11,AMA Join,11
A06255,U4146,2025-03-25,Message,26
A06256,U0924,2025-09-30,Event Join,15
A06257,U4237,2026-01-31,Event Join,45
A06258,U3544,2024-10-01,AMA Join,1
A06259,U2457,2025-02-27,AMA Join,12
A06260,U4754,2024-07-21,Event Join,37
A06261,U3751,2025-12-07,Message,1
A06262,U2821,2025-03-04,Quest Complete,49
A06263,U2210,2026-05-27,Message,6
A06264,U1970,2025-04-08,Message,22
A06265,U3193,2025-09-16,AMA Join,23
A06266,U1495,2025-04-20,Referral,17
A06267,U3980,2025-08-04,Referral,22
A06268,U0431,2025-08-05,Quest Complete,19
A06269,U3962,2024-11-21,Quest Complete,7
A06270,U0952,2026-01-16,AMA Join,9
A06271,U2034,2026-03-13,Referral,36
A06272,U2903,2025-05-01,Event Join,46
A06273,U0694,2025-03-06,Event Join,42
A06274,U4490,2024-06-03,AMA Join,43
A06275,U1439,2025-11-01,Message,1
A06276,U4838,2025-05-04,Event Join,44
A06277,U1946,2025-10-13,AMA Join,20
A06278,U0608,2025-11-05,AMA Join,45
A06279,U0101,2024-07-24,Message,1
A06280,U1552,2024-08-15,Event Join,9
A06281,U1436,2025-11-17,AMA Join,28
A06282,U2937,2024-08-12,Referral,40
A06283,U0753,2024-10-22,Event Join,5
A06284,U2507,2025-03-22,Referral,20
A06285,U0213,2025-07-22,Referral,7
A06286,U4025,2024-11-23,Event Join,40
A06287,U1491,2026-02-25,AMA Join,35
A06288,U2259,2026-02-26,Event Join,49
A06289,U3247,2025-04-12,Event Join,44
A06290,U0152,2024-09-19,Event Join,10
A06291,U3660,2025-11-07,Event Join,25
A06292,U3611,2025-03-06,Message,4
A06293,U4703,2025-06-18,Quest Complete,37
A06294,U4901,2024-09-07,Message,42
A06295,U0248,2024-05-19,Quest Complete,37
A06296,U0141,2025-12-20,Referral,4
A06297,U3936,2024-11-12,Referral,25
A06298,U3521,2024-12-08,Quest Complete,17
A06299,U0617,2025-05-01,AMA Join,31
A06300,U0275,2024-11-18,Event Join,45
A06301,U2190,2026-01-19,AMA Join,46
A06302,U1240,2024-07-23,AMA Join,37
A06303,U3602,2025-12-21,Event Join,38
A06304,U0284,2024-09-12,Event Join,15
A06305,U4905,2025-04-17,Message,26
A06306,U3542,2024-08-17,Quest Complete,25
A06307,U1067,2025-04-06,Event Join,21
A06308,U0026,2025-07-14,AMA Join,11
A06309,U0133,2024-09-12,Event Join,1
A06310,U0926,2025-04-14,Quest Complete,14
A06311,U3702,2025-08-09,Event Join,17
A06312,U4987,2026-01-07,Quest Complete,12
A06313,U1751,2024-10-02,Message,30
A06314,U1877,2024-08-20,Event Join,12
A06315,U2363,2024-07-19,Message,41
A06316,U0226,2025-10-11,Referral,45
A06317,U0637,2025-06-08,AMA Join,15
A06318,U0027,2025-05-22,Event Join,7
A06319,U3843,2024-03-14,Message,48
A06320,U2268,2025-03-27,Referral,3
A06321,U2525,2025-12-03,Quest Complete,44
A06322,U2429,2025-02-18,Event Join,16
A06323,U3711,2024-11-03,Referral,36
A06324,U0137,2026-01-17,Referral,17
A06325,U0840,2024-12-14,Message,10
A06326,U3975,2024-09-23,Message,25
A06327,U4611,2025-06-17,Quest Complete,15
A06328,U2184,2024-05-30,Referral,1
A06329,U2289,2024-07-19,Event Join,30
A06330,U4831,2026-01-24,Referral,36
A06331,U2593,2025-01-05,Quest Complete,21
A06332,U4150,2025-05-25,AMA Join,6
A06333,U1478,2025-04-19,Referral,48
A06334,U2824,2025-09-14,Quest Complete,20
A06335,U4494,2026-01-22,Quest Complete,3
A06336,U3290,2024-09-30,AMA Join,27
A06337,U0166,2024-12-19,AMA Join,1
A06338,U0756,2025-10-15,AMA Join,30
A06339,U3454,2026-02-22,Event Join,34
A06340,U1611,2026-02-05,Message,17
A06341,U3729,2024-09-30,Quest Complete,2
A06342,U3169,2024-09-09,Referral,9
A06343,U3930,2024-03-29,Quest Complete,8
A06344,U1774,2024-04-02,Event Join,11
A06345,U4469,2025-10-21,Referral,1
A06346,U3852,2026-02-03,AMA Join,28
A06347,U4775,2024-07-02,AMA Join,7
A06348,U1242,2025-12-09,Referral,47
A06349,U3718,2024-08-27,AMA Join,5
A06350,U4078,2026-01-21,Referral,8
A06351,U2013,2024-07-16,Referral,32
A06352,U2827,2024-10-10,Event Join,37
A06353,U3802,2025-10-29,Quest Complete,7
A06354,U0826,2025-09-03,Referral,28
A06355,U2772,2024-11-10,Referral,24
A06356,U3621,2024-06-29,Referral,36
A06357,U1531,2026-01-08,Referral,21
A06358,U2808,2025-11-26,Quest Complete,45
A06359,U3890,2024-08-26,AMA Join,46
A06360,U2683,2025-09-25,Message,25
A06361,U4399,2026-04-05,Referral,3
A06362,U4978,2025-12-07,Event Join,16
A06363,U0433,2024-08-24,Referral,49
A06364,U2000,2025-12-20,Referral,14
A06365,U0695,2025-04-08,Referral,25
A06366,U0232,2024-08-15,AMA Join,33
A06367,U0144,2025-06-22,Quest Complete,12
A06368,U2082,2024-11-30,Event Join,22
A06369,U1266,2025-07-09,Message,43
A06370,U2316,2025-09-01,Referral,9
A06371,U2544,2025-09-06,Quest Complete,11
A06372,U2076,2024-03-05,Message,12
A06373,U3456,2025-03-21,AMA Join,40
A06374,U1960,2025-06-06,Referral,9
A06375,U4552,2026-05-31,AMA Join,9
A06376,U2416,2025-04-09,AMA Join,4
A06377,U3565,2024-10-02,Message,18
A06378,U2124,2024-06-01,Quest Complete,18
A06379,U1175,2026-06-08,AMA Join,47
A06380,U4074,2024-04-19,Referral,48
A06381,U1730,2025-03-09,Message,27
A06382,U3765,2025-01-29,Referral,39
A06383,U4839,2024-06-25,Message,44
A06384,U2001,2025-04-10,Message,9
A06385,U0586,2025-11-28,AMA Join,4
A06386,U2530,2025-09-07,AMA Join,15
A06387,U3976,2025-07-19,AMA Join,46
A06388,U4613,2025-04-14,Quest Complete,23
A06389,U4713,2025-11-12,Message,16
A06390,U2091,2024-05-12,AMA Join,3
A06391,U2510,2026-01-10,Referral,6
A06392,U2868,2025-10-01,Event Join,4
A06393,U2444,2026-04-14,Event Join,26
A06394,U4986,2025-08-08,Message,44
A06395,U4936,2025-02-28,Event Join,46
A06396,U1054,2025-08-21,AMA Join,29
A06397,U0645,2026-01-27,Quest Complete,23
A06398,U0496,2026-03-07,Referral,7
A06399,U3100,2025-01-26,Referral,15
A06400,U0246,2024-09-09,Message,44
A06401,U2973,2024-02-21,AMA Join,39
A06402,U3919,2024-03-16,Quest Complete,44
A06403,U1454,2025-05-26,Message,31
A06404,U4184,2025-01-27,Quest Complete,39
A06405,U0488,2024-12-12,AMA Join,38
A06406,U3813,2026-02-04,AMA Join,8
A06407,U3173,2025-01-31,Event Join,16
A06408,U2137,2024-06-30,Event Join,5
A06409,U0802,2025-06-12,Quest Complete,26
A06410,U2302,2025-12-16,AMA Join,37
A06411,U3097,2024-04-27,AMA Join,8
A06412,U1961,2024-07-19,Quest Complete,1
A06413,U3355,2025-06-12,Message,24
A06414,U0332,2024-10-20,Referral,24
A06415,U2959,2025-04-18,Quest Complete,30
A06416,U1882,2025-01-15,Quest Complete,15
A06417,U2410,2024-08-19,Quest Complete,10
A06418,U0251,2025-05-20,Referral,33
A06419,U0677,2025-11-29,Event Join,24
A06420,U0105,2025-03-01,Event Join,38
A06421,U2882,2024-05-01,Event Join,20
A06422,U1928,2024-12-31,Message,29
A06423,U4274,2025-07-21,Quest Complete,13
A06424,U0550,2026-05-05,Event Join,39
A06425,U4893,2024-06-10,AMA Join,37
A06426,U2079,2025-02-10,Event Join,1
A06427,U0879,2026-03-07,Referral,25
A06428,U1518,2025-10-03,Quest Complete,13
A06429,U1621,2024-04-14,AMA Join,25
A06430,U3386,2024-12-07,Quest Complete,8
A06431,U4135,2025-08-24,Event Join,10
A06432,U0844,2025-09-26,AMA Join,27
A06433,U4021,2025-01-17,AMA Join,48
A06434,U1774,2024-06-05,Referral,45
A06435,U2999,2025-08-07,Event Join,44
A06436,U1049,2025-12-06,Message,44
A06437,U3708,2024-08-24,Referral,41
A06438,U2251,2025-08-21,Referral,48
A06439,U1773,2025-07-30,Referral,44
A06440,U1931,2026-01-12,Message,48
A06441,U3171,2025-03-09,Quest Complete,10
A06442,U0662,2026-05-23,AMA Join,47
A06443,U3659,2024-08-02,Message,43
A06444,U0689,2025-12-13,Referral,44
A06445,U3631,2025-06-20,Event Join,15
A06446,U2989,2025-09-26,Referral,22
A06447,U1365,2024-11-25,AMA Join,47
A06448,U1312,2024-11-24,Quest Complete,12
A06449,U3695,2024-04-11,Message,24
A06450,U2923,2024-07-07,AMA Join,15
A06451,U1457,2024-03-05,Event Join,13
A06452,U2098,2024-12-13,AMA Join,5
A06453,U4801,2025-01-05,Event Join,43
A06454,U3150,2026-02-23,Quest Complete,26
A06455,U0182,2024-12-04,Event Join,47
A06456,U2284,2024-11-20,Event Join,30
A06457,U0044,2024-07-17,Referral,44
A06458,U0253,2025-07-06,Quest Complete,22
A06459,U4385,2025-05-09,Quest Complete,38
A06460,U1627,2024-10-15,Event Join,13
A06461,U1626,2025-09-27,AMA Join,28
A06462,U2113,2025-01-02,Referral,31
A06463,U1225,2025-12-18,Quest Complete,25
A06464,U1973,2024-08-23,Referral,25
A06465,U1845,2025-12-11,Quest Complete,14
A06466,U3962,2025-01-20,AMA Join,6
A06467,U2129,2025-05-16,Event Join,19
A06468,U2271,2024-08-09,Message,35
A06469,U4077,2025-01-15,Message,37
A06470,U4699,2024-11-08,Referral,20
A06471,U3493,2025-08-14,Message,22
A06472,U3477,2025-03-15,Quest Complete,39
A06473,U3570,2025-08-04,Event Join,24
A06474,U4793,2025-09-05,Quest Complete,26
A06475,U4564,2025-04-03,Quest Complete,12
A06476,U4259,2024-05-14,AMA Join,1
A06477,U4597,2025-08-24,Event Join,9
A06478,U1494,2025-08-17,Event Join,50
A06479,U0446,2025-04-10,Message,18
A06480,U3634,2024-11-16,Quest Complete,8
A06481,U3837,2024-06-10,Message,43
A06482,U2452,2024-07-29,Referral,38
A06483,U2976,2024-07-18,AMA Join,11
A06484,U3190,2024-10-24,Message,20
A06485,U4717,2024-06-02,Event Join,14
A06486,U3322,2025-09-14,Quest Complete,37
A06487,U3234,2025-04-19,AMA Join,43
A06488,U3745,2025-01-05,AMA Join,7
A06489,U4626,2025-11-28,Message,2
A06490,U0831,2024-06-14,Message,32
A06491,U4908,2025-09-02,Event Join,11
A06492,U2640,2025-05-16,Message,6
A06493,U1872,2024-08-12,Referral,29
A06494,U2668,2025-07-04,Referral,18
A06495,U2204,2024-06-05,AMA Join,14
A06496,U4454,2025-03-01,Event Join,48
A06497,U1252,2025-11-10,Quest Complete,33
A06498,U2674,2024-11-02,Event Join,18
A06499,U0816,2025-09-12,Quest Complete,4
A06500,U2221,2026-01-26,Quest Complete,13
A06501,U1305,2025-02-03,AMA Join,42
A06502,U0440,2026-02-08,Message,45
A06503,U0660,2025-01-06,Quest Complete,22
A06504,U2372,2024-12-23,AMA Join,29
A06505,U4494,2026-04-08,Quest Complete,9
A06506,U2544,2025-12-19,Quest Complete,26
A06507,U1708,2026-06-19,Event Join,27
A06508,U2928,2025-10-27,AMA Join,30
A06509,U0766,2024-04-20,Message,18
A06510,U1454,2024-12-17,Message,49
A06511,U0294,2024-11-27,Event Join,10
A06512,U2668,2025-10-01,Referral,5
A06513,U0034,2025-12-21,Event Join,21
A06514,U0810,2026-04-12,Referral,43
A06515,U2728,2025-12-08,Message,2
A06516,U0128,2025-02-12,Quest Complete,44
A06517,U2005,2024-12-19,AMA Join,5
A06518,U2463,2025-08-23,AMA Join,21
A06519,U4379,2026-02-14,AMA Join,8
A06520,U1767,2026-01-28,Message,39
A06521,U3841,2025-12-04,AMA Join,37
A06522,U0991,2026-06-15,Message,50
A06523,U0753,2024-06-21,Quest Complete,34
A06524,U1106,2024-07-08,Message,32
A06525,U4460,2025-11-11,Message,13
A06526,U1938,2025-04-04,AMA Join,25
A06527,U3859,2025-02-28,Event Join,23
A06528,U2329,2026-01-10,Referral,50
A06529,U2676,2025-08-11,AMA Join,47
A06530,U3202,2024-04-11,Referral,42
A06531,U4143,2025-10-20,Referral,47
A06532,U0056,2025-04-06,Quest Complete,16
A06533,U3027,2025-07-08,AMA Join,47
A06534,U1092,2026-01-02,Referral,23
A06535,U2030,2026-01-22,AMA Join,16
A06536,U1896,2024-05-20,AMA Join,10
A06537,U4174,2026-06-02,Quest Complete,15
A06538,U1388,2024-10-25,Referral,13
A06539,U4649,2024-11-21,Referral,39
A06540,U2212,2025-12-28,Message,19
A06541,U2586,2025-12-24,Quest Complete,45
A06542,U4476,2025-12-26,AMA Join,23
A06543,U0755,2024-10-07,AMA Join,15
A06544,U4592,2025-06-11,Quest Complete,6
A06545,U1257,2024-10-02,Event Join,3
A06546,U2028,2025-04-26,Quest Complete,6
A06547,U2124,2024-04-03,Referral,30
A06548,U1929,2025-01-22,Referral,12
A06549,U1631,2025-03-24,Referral,32
A06550,U4157,2024-10-03,Referral,11
A06551,U0284,2024-05-08,Quest Complete,3
A06552,U4915,2025-12-19,Message,32
A06553,U4239,2024-07-29,AMA Join,26
A06554,U2339,2025-06-04,Event Join,42
A06555,U0701,2026-04-16,AMA Join,36
A06556,U3851,2024-11-09,Referral,41
A06557,U0033,2024-07-28,Message,32
A06558,U4395,2026-01-17,Quest Complete,46
A06559,U2976,2024-08-04,Referral,17
A06560,U2075,2024-08-29,Quest Complete,13
A06561,U3050,2026-03-08,Quest Complete,49
A06562,U4710,2024-07-06,AMA Join,10
A06563,U2724,2025-08-26,AMA Join,45
A06564,U4929,2025-11-06,AMA Join,11
A06565,U1403,2026-04-23,Message,41
A06566,U0347,2025-04-01,Referral,19
A06567,U2576,2025-07-08,AMA Join,23
A06568,U0394,2025-03-25,Referral,10
A06569,U1974,2025-07-07,AMA Join,12
A06570,U4693,2025-10-24,Quest Complete,4
A06571,U1127,2026-03-29,AMA Join,40
A06572,U4861,2025-05-29,AMA Join,24
A06573,U0405,2026-02-25,Message,25
A06574,U2578,2024-09-25,Quest Complete,16
A06575,U1404,2025-07-24,Message,35
A06576,U0272,2024-05-05,Event Join,26
A06577,U0387,2025-04-29,Quest Complete,18
A06578,U3177,2025-02-28,AMA Join,1
A06579,U1680,2025-02-24,Event Join,15
A06580,U4003,2025-08-29,Event Join,50
A06581,U0727,2025-01-11,Referral,21
A06582,U2146,2025-11-21,Message,43
A06583,U1390,2024-03-05,AMA Join,50
A06584,U1224,2024-07-17,AMA Join,26
A06585,U2970,2025-07-02,Message,33
A06586,U0364,2025-06-25,Quest Complete,15
A06587,U0100,2025-04-23,Quest Complete,43
A06588,U3814,2024-09-06,Quest Complete,5
A06589,U0769,2025-02-03,Event Join,31
A06590,U2101,2025-01-22,Event Join,21
A06591,U2344,2024-07-30,Referral,5
A06592,U4711,2025-06-09,Message,24
A06593,U2594,2025-11-06,Quest Complete,47
A06594,U2577,2024-10-14,Message,5
A06595,U1668,2025-04-04,Event Join,22
A06596,U1482,2025-08-19,Event Join,2
A06597,U0734,2024-06-13,Message,37
A06598,U2001,2025-06-13,Referral,14
A06599,U2780,2026-05-18,Event Join,29
A06600,U2371,2026-01-01,Quest Complete,23
A06601,U4710,2024-06-16,Message,31
A06602,U1403,2025-12-14,AMA Join,2
A06603,U1900,2024-04-12,AMA Join,28
A06604,U0621,2024-06-13,Message,5
A06605,U2563,2025-12-16,Quest Complete,7
A06606,U1637,2025-10-06,Message,10
A06607,U0420,2024-05-03,Message,13
